id,汉字,出现次数,频率（%）,累积频率（%）
3928,圩,51,0.0003,99.755
3929,酞,51,0.0003,99.7562
3930,昵,51,0.0003,99.7547
3931,羹,51,0.0003,99.7544
3932,咿,51,0.0003,99.7541
3933,俐,50,0.0003,99.7592
3934,蹿,50,0.0003,99.7604
3935,梏,50,0.0003,99.7565
3936,潼,50,0.0003,99.7601
3937,扈,50,0.0003,99.761
3938,咛,50,0.0003,99.7598
3939,恤,50,0.0003,99.7595
3940,蔺,50,0.0003,99.7607
3941,谤,50,0.0003,99.7568
3942,聆,50,0.0003,99.7589
3943,惬,50,0.0003,99.7586
3944,撅,50,0.0003,99.7583
3945,榄,50,0.0003,99.758
3946,沣,50,0.0003,99.7577
3947,蜴,50,0.0003,99.7574
3948,蔫,50,0.0003,99.7571
3949,橄,49,0.0003,99.7652
3950,瞰,49,0.0003,99.7649
3951,瑜,49,0.0003,99.7646
3952,痞,49,0.0003,99.7631
3953,绛,49,0.0003,99.7643
3954,鸳,49,0.0003,99.7655
3955,唷,49,0.0003,99.764
3956,柠,49,0.0003,99.7658
3957,撬,49,0.0003,99.7634
3958,痘,49,0.0003,99.7613
3959,掂,49,0.0003,99.7619
3960,椿,49,0.0003,99.7625
3961,镖,49,0.0003,99.7637
3962,匕,49,0.0003,99.7628
3963,嫡,49,0.0003,99.7622
3964,腌,49,0.0003,99.7616
3965,岷,48,0.0003,99.7706
3966,匝,48,0.0003,99.7703
3967,噙,48,0.0003,99.77
3968,矾,48,0.0003,99.7697
3969,躏,48,0.0003,99.7694
3970,覃,48,0.0003,99.7691
3971,惆,48,0.0003,99.7688
3972,漪,48,0.0003,99.7709
3973,浜,48,0.0003,99.7679
3974,檬,48,0.0003,99.7664
3975,皑,48,0.0003,99.7712
3976,镊,48,0.0003,99.7667
3977,楔,48,0.0003,99.767
3978,噘,48,0.0003,99.7673
3979,6,48,0.0003,99.7685
3980,_,48,0.0003,99.7676
3981,厩,48,0.0003,99.7661
3982,肽,48,0.0003,99.7682
3983,蒿,47,0.0003,99.7748
3984,羟,47,0.0003,99.7751
3985,桎,47,0.0003,99.7754
3986,睑,47,0.0003,99.7757
3987,褚,47,0.0003,99.776
3988,赂,47,0.0003,99.7763
3989,蚴,47,0.0003,99.7766
3990,冢,47,0.0003,99.7769
3991,徨,47,0.0003,99.7745
3992,抠,47,0.0003,99.7739
3993,硼,47,0.0003,99.7718
3994,鸯,47,0.0003,99.7721
3995,粑,47,0.0003,99.7724
3996,缪,47,0.0003,99.7727
3997,垠,47,0.0003,99.773
3998,掣,47,0.0003,99.7733
3999,掇,47,0.0003,99.7736
4000,蹋,47,0.0003,99.7715
4001,铿,47,0.0003,99.7742
4002,赳,47,0.0003,99.7772
4003,蛔,46,0.0003,99.7814
4004,铐,46,0.0003,99.7811
4005,镯,46,0.0003,99.7808
4006,涸,46,0.0003,99.7805
4007,蹼,46,0.0003,99.7802
4008,翎,46,0.0003,99.7799
4009,萘,46,0.0003,99.7775
4010,咔,46,0.0003,99.7778
4011,煦,46,0.0003,99.7817
4012,囔,46,0.0003,99.7796
4013,螅,46,0.0003,99.7793
4014,匮,46,0.0003,99.779
4015,膺,46,0.0003,99.7787
4016,痊,46,0.0003,99.7784
4017,茁,46,0.0003,99.7781
4018,颞,45,0.0003,99.7883
4019,矶,45,0.0003,99.7859
4020,晔,45,0.0003,99.7853
4021,辄,45,0.0003,99.7862
4022,沏,45,0.0003,99.7865
4023,卅,45,0.0003,99.7868
4024,枇,45,0.0003,99.7871
4025,铂,45,0.0003,99.7874
4026,龛,45,0.0003,99.7877
4027,杷,45,0.0003,99.788
4028,炖,45,0.0003,99.7844
4029,韶,45,0.0003,99.7847
4030,谧,45,0.0003,99.7856
4031,麂,45,0.0003,99.7823
4032,韭,45,0.0003,99.7826
4033,阈,45,0.0003,99.7829
4034,_,45,0.0003,99.7832
4035,堰,45,0.0003,99.7835
4036,n,45,0.0003,99.7838
4037,诽,45,0.0003,99.785
4038,醚,45,0.0003,99.7841
4039,皎,45,0.0003,99.782
4040,圭,44,0.0003,99.7922
4041,妞,44,0.0003,99.7916
4042,揿,44,0.0003,99.7928
4043,蛟,44,0.0003,99.7931
4044,樵,44,0.0003,99.7934
4045,绮,44,0.0003,99.7937
4046,忐,44,0.0003,99.7886
4047,帛,44,0.0003,99.794
4048,怏,44,0.0003,99.7919
4049,阂,44,0.0003,99.7925
4050,桢,44,0.0003,99.7913
4051,茉,44,0.0003,99.791
4052,锨,44,0.0003,99.7907
4053,臌,44,0.0003,99.7904
4054,瘴,44,0.0003,99.7901
4055,舀,44,0.0003,99.7898
4056,睾,44,0.0003,99.7895
4057,鞅,44,0.0003,99.7892
4058,岌,44,0.0003,99.7889
4059,斓,43,0.0003,99.7988
4060,彷,43,0.0003,99.7967
4061,铣,43,0.0003,99.7985
4062,绯,43,0.0003,99.7982
4063,刽,43,0.0003,99.7976
4064,臃,43,0.0003,99.797
4065,嶙,43,0.0003,99.7979
4066,俾,43,0.0003,99.7964
4067,闵,43,0.0003,99.7961
4068,螟,43,0.0003,99.7943
4069,坞,43,0.0003,99.7958
4070,酉,43,0.0003,99.7973
4071,俟,43,0.0003,99.7949
4072,啷,43,0.0003,99.7946
4073,骸,43,0.0003,99.7952
4074,嫔,43,0.0003,99.7955
4075,逍,42,0.0003,99.8057
4076,瘸,42,0.0003,99.8051
4077,倭,42,0.0003,99.8054
4078,朕,42,0.0003,99.8042
4079,掳,42,0.0003,99.8075
4080,蓟,42,0.0003,99.8045
4081,拈,42,0.0003,99.803
4082,霹,42,0.0003,99.8048
4083,怆,42,0.0003,99.8033
4084,笆,42,0.0003,99.806
4085,礴,42,0.0003,99.8063
4086,脐,42,0.0003,99.8066
4087,蚤,42,0.0003,99.8069
4088,狰,42,0.0003,99.8072
4089,猝,42,0.0003,99.8039
4090,逵,42,0.0003,99.8012
4091,褴,42,0.0003,99.7991
4092,飒,42,0.0003,99.7994
4093,牦,42,0.0003,99.7997
4094,忑,42,0.0003,99.8018
4095,爨,42,0.0003,99.8
4096,邸,42,0.0003,99.8036
4097,溥,42,0.0003,99.8003
4098,沂,42,0.0003,99.8006
4099,咎,42,0.0003,99.8009
4100,渎,42,0.0003,99.8027
4101,蓿,42,0.0003,99.8015
4102,栉,42,0.0003,99.8021
4103,鬃,42,0.0003,99.8024
4104,涟,41,0.0003,99.812
4105,锂,41,0.0003,99.8117
4106,疱,41,0.0003,99.8126
4107,俚,41,0.0003,99.8114
4108,汾,41,0.0003,99.8123
4109,嘹,41,0.0003,99.8081
4110,勰,41,0.0003,99.8078
4111,亟,41,0.0003,99.8087
4112,惮,41,0.0003,99.809
4113,螯,41,0.0003,99.8093
4114,抉,41,0.0003,99.8096
4115,濡,41,0.0003,99.8099
4116,蹴,41,0.0003,99.8084
4117,釉,41,0.0003,99.8102
4118,淅,41,0.0003,99.8105
4119,噼,41,0.0003,99.8108
4120,啮,41,0.0003,99.8111
4121,挝,40,0.0003,99.8162
4122,讹,40,0.0003,99.8168
4123,腧,40,0.0003,99.8129
4124,馄,40,0.0003,99.8201
4125,淼,40,0.0003,99.8198
4126,臊,40,0.0003,99.8195
4127,v,40,0.0003,99.8192
4128,刍,40,0.0003,99.8189
4129,雳,40,0.0003,99.8186
4130,啬,40,0.0003,99.8183
4131,烽,40,0.0003,99.818
4132,戟,40,0.0003,99.8177
4133,鳌,40,0.0003,99.8174
4134,苜,40,0.0003,99.8171
4135,啶,40,0.0003,99.8132
4136,喋,40,0.0003,99.8165
4137,烬,40,0.0003,99.8204
4138,谙,40,0.0003,99.8159
4139,榈,40,0.0003,99.8156
4140,堑,40,0.0003,99.8153
4141,冽,40,0.0003,99.815
4142,缮,40,0.0003,99.8147
4143,蚱,40,0.0003,99.8144
4144,裨,40,0.0003,99.8141
4145,晏,40,0.0003,99.8138
4146,恽,40,0.0003,99.8135
4147,燧,39,0.0003,99.8234
4148,蝈,39,0.0003,99.8258
4149,荚,39,0.0003,99.8255
4150,颧,39,0.0003,99.8252
4151,轲,39,0.0003,99.8249
4152,沱,39,0.0003,99.8231
4153,毓,39,0.0003,99.8246
4154,蜚,39,0.0003,99.8222
4155,戛,39,0.0003,99.824
4156,绫,39,0.0003,99.8228
4157,嚅,39,0.0003,99.8237
4158,翟,39,0.0003,99.8261
4159,潦,39,0.0003,99.8243
4160,戍,39,0.0003,99.821
4161,偌,39,0.0003,99.8213
4162,饨,39,0.0003,99.8216
4163,蜍,39,0.0003,99.8225
4164,媲,39,0.0003,99.8219
4165,坂,39,0.0003,99.8207
4166,俑,38,0.0002,99.8295
4167,嗥,38,0.0002,99.8277
4168,殡,38,0.0002,99.8291
4169,娼,38,0.0002,99.8289
4170,泞,38,0.0002,99.8287
4171,漳,38,0.0002,99.8285
4172,珀,38,0.0002,99.8283
4173,懑,38,0.0002,99.8281
4174,菁,38,0.0002,99.8279
4175,噩,38,0.0002,99.8263
4176,胭,38,0.0002,99.8265
4177,铎,38,0.0002,99.8293
4178,敖,38,0.0002,99.8275
4179,_,38,0.0002,99.8273
4180,悚,38,0.0002,99.8271
4181,纭,38,0.0002,99.8269
4182,褛,38,0.0002,99.8267
4183,滦,37,0.0002,99.8337
4184,蹊,37,0.0002,99.8333
4185,榷,37,0.0002,99.8345
4186,鹭,37,0.0002,99.8325
4187,舢,37,0.0002,99.8319
4188,敕,37,0.0002,99.8327
4189,孰,37,0.0002,99.8329
4190,蚶,37,0.0002,99.8331
4191,颏,37,0.0002,99.8343
4192,粳,37,0.0002,99.8335
4193,亵,37,0.0002,99.8339
4194,啜,37,0.0002,99.8341
4195,硒,37,0.0002,99.8323
4196,幡,37,0.0002,99.8315
4197,弩,37,0.0002,99.8297
4198,翱,37,0.0002,99.8313
4199,阱,37,0.0002,99.8299
4200,镂,37,0.0002,99.8321
4201,夔,37,0.0002,99.8301
4202,腱,37,0.0002,99.8303
4203,扉,37,0.0002,99.8305
4204,涣,37,0.0002,99.8307
4205,嗫,37,0.0002,99.8309
4206,寮,37,0.0002,99.8317
4207,_,37,0.0002,99.8311
4208,桧,36,0.0002,99.8371
4209,毽,36,0.0002,99.8365
4210,.,36,0.0002,99.8373
4211,馁,36,0.0002,99.8375
4212,羧,36,0.0002,99.8377
4213,箍,36,0.0002,99.8379
4214,摞,36,0.0002,99.8381
4215,碴,36,0.0002,99.8383
4216,黠,36,0.0002,99.8385
4217,呓,36,0.0002,99.8369
4218,镣,36,0.0002,99.8361
4219,拷,36,0.0002,99.8349
4220,砷,36,0.0002,99.8367
4221,扦,36,0.0002,99.8351
4222,谔,36,0.0002,99.8353
4223,膘,36,0.0002,99.8355
4224,呷,36,0.0002,99.8363
4225,胫,36,0.0002,99.8357
4226,拮,36,0.0002,99.8347
4227,孑,36,0.0002,99.8359
4228,冼,35,0.0002,99.8409
4229,讷,35,0.0002,99.8421
4230,嘁,35,0.0002,99.8417
4231,篾,35,0.0002,99.8441
4232,踽,35,0.0002,99.8423
4233,铆,35,0.0002,99.8415
4234,卯,35,0.0002,99.8425
4235,笺,35,0.0002,99.8427
4236,瑕,35,0.0002,99.8429
4237,垅,35,0.0002,99.8431
4238,羚,35,0.0002,99.8433
4239,疽,35,0.0002,99.8435
4240,唢,35,0.0002,99.8437
4241,氖,35,0.0002,99.8439
4242,髭,35,0.0002,99.8419
4243,?,35,0.0002,99.8411
4244,谒,35,0.0002,99.8399
4245,裱,35,0.0002,99.8391
4246,辕,35,0.0002,99.8393
4247,泗,35,0.0002,99.8395
4248,诛,35,0.0002,99.8397
4249,遽,35,0.0002,99.8389
4250,獭,35,0.0002,99.8401
4251,麝,35,0.0002,99.8403
4252,跻,35,0.0002,99.8405
4253,诘,35,0.0002,99.8407
4254,犟,35,0.0002,99.8413
4255,燮,35,0.0002,99.8387
4256,砣,34,0.0002,99.8477
4257,诲,34,0.0002,99.8489
4258,貅,34,0.0002,99.8479
4259,裆,34,0.0002,99.8471
4260,噤,34,0.0002,99.8481
4261,赈,34,0.0002,99.8483
4262,踮,34,0.0002,99.8485
4263,髯,34,0.0002,99.8493
4264,霭,34,0.0002,99.8501
4265,榔,34,0.0002,99.8499
4266,皙,34,0.0002,99.8497
4267,谆,34,0.0002,99.8495
4268,9,34,0.0002,99.8487
4269,熹,34,0.0002,99.8491
4270,喙,34,0.0002,99.8475
4271,酗,34,0.0002,99.8463
4272,潢,34,0.0002,99.8467
4273,铨,34,0.0002,99.8447
4274,甬,34,0.0002,99.8473
4275,揖,34,0.0002,99.8449
4276,幺,34,0.0002,99.8451
4277,饽,34,0.0002,99.8453
4278,荃,34,0.0002,99.8445
4279,盂,34,0.0002,99.8455
4280,弋,34,0.0002,99.8457
4281,懋,34,0.0002,99.8459
4282,绦,34,0.0002,99.8461
4283,瘁,34,0.0002,99.8469
4284,茭,34,0.0002,99.8465
4285,阖,34,0.0002,99.8443
4286,讴,33,0.0002,99.8505
4287,恙,33,0.0002,99.8533
4288,镢,33,0.0002,99.8535
4289,掬,33,0.0002,99.8531
4290,峋,33,0.0002,99.8529
4291,暄,33,0.0002,99.8527
4292,藐,33,0.0002,99.8525
4293,沅,33,0.0002,99.8523
4294,）,33,0.0002,99.8521
4295,濮,33,0.0002,99.8519
4296,隽,33,0.0002,99.8503
4297,鸾,33,0.0002,99.8515
4298,壅,33,0.0002,99.8513
4299,侏,33,0.0002,99.8511
4300,孺,33,0.0002,99.8509
4301,疸,33,0.0002,99.8537
4302,恣,33,0.0002,99.8517
4303,缥,33,0.0002,99.8507
4304,喟,32,0.0002,99.8555
4305,睐,32,0.0002,99.8545
4306,皋,32,0.0002,99.8541
4307,狍,32,0.0002,99.8557
4308,戮,32,0.0002,99.8553
4309,琥,32,0.0002,99.8561
4310,迨,32,0.0002,99.8563
4311,噔,32,0.0002,99.8565
4312,氰,32,0.0002,99.8567
4313,瞠,32,0.0002,99.8559
4314,鳙,32,0.0002,99.8551
4315,凇,32,0.0002,99.8549
4316,嫣,32,0.0002,99.8539
4317,迩,32,0.0002,99.8547
4318,蛄,32,0.0002,99.8543
4319,谑,31,0.0002,99.8571
4320,轼,31,0.0002,99.8599
4321,泸,31,0.0002,99.8601
4322,骁,31,0.0002,99.8595
4323,澍,31,0.0002,99.8593
4324,仄,31,0.0002,99.8591
4325,眈,31,0.0002,99.8589
4326,遨,31,0.0002,99.8587
4327,萱,31,0.0002,99.8585
4328,籁,31,0.0002,99.8569
4329,雉,31,0.0002,99.8581
4330,昙,31,0.0002,99.8579
4331,缄,31,0.0002,99.8577
4332,婀,31,0.0002,99.8575
4333,舐,31,0.0002,99.8573
4334,柞,31,0.0002,99.8583
4335,锺,31,0.0002,99.8597
4336,恪,30,0.0002,99.8609
4337,蟑,30,0.0002,99.8613
4338,蛰,30,0.0002,99.8603
4339,洄,30,0.0002,99.8633
4340,恿,30,0.0002,99.8631
4341,浃,30,0.0002,99.8629
4342,犄,30,0.0002,99.8627
4343,簪,30,0.0002,99.8625
4344,赓,30,0.0002,99.8623
4345,锑,30,0.0002,99.8635
4346,桠,30,0.0002,99.8621
4347,貔,30,0.0002,99.8619
4348,偻,30,0.0002,99.8617
4349,舂,30,0.0002,99.8615
4350,呶,30,0.0002,99.8605
4351,阡,30,0.0002,99.8611
4352,釜,30,0.0002,99.8637
4353,痿,30,0.0002,99.8607
4354,醮,29,0.0002,99.8691
4355,鳅,29,0.0002,99.8687
4356,阉,29,0.0002,99.8685
4357,疝,29,0.0002,99.8683
4358,嘧,29,0.0002,99.8681
4359,挞,29,0.0002,99.8679
4360,腚,29,0.0002,99.8677
4361,痨,29,0.0002,99.8689
4362,逦,29,0.0002,99.8675
4363,胛,29,0.0002,99.8673
4364,湮,29,0.0002,99.8669
4365,嗷,29,0.0002,99.8667
4366,钽,29,0.0002,99.8663
4367,怂,29,0.0002,99.8671
4368,汩,29,0.0002,99.8641
4369,衢,29,0.0002,99.8657
4370,蜇,29,0.0002,99.8639
4371,疣,29,0.0002,99.8655
4372,滓,29,0.0002,99.8661
4373,趄,29,0.0002,99.8653
4374,熨,29,0.0002,99.8651
4375,癣,29,0.0002,99.8649
4376,禺,29,0.0002,99.8647
4377,摈,29,0.0002,99.8659
4378,汊,29,0.0002,99.8645
4379,霆,29,0.0002,99.8665
4380,霏,29,0.0002,99.8643
4381,蜢,28,0.0002,99.8721
4382,谘,28,0.0002,99.8725
4383,氩,28,0.0002,99.8719
4384,昕,28,0.0002,99.8729
4385,辍,28,0.0002,99.8731
4386,侬,28,0.0002,99.8733
4387,诋,28,0.0002,99.8735
4388,崴,28,0.0002,99.8747
4389,荠,28,0.0002,99.8737
4390,蹩,28,0.0002,99.8739
4391,荟,28,0.0002,99.8741
4392,轶,28,0.0002,99.8743
4393,豢,28,0.0002,99.8745
4394,_,28,0.0002,99.8715
4395,蛊,28,0.0002,99.8727
4396,丕,28,0.0002,99.8723
4397,搽,28,0.0002,99.8713
4398,腈,28,0.0002,99.8695
4399,蜃,28,0.0002,99.8697
4400,坩,28,0.0002,99.8699
4401,阙,28,0.0002,99.8701
4402,涓,28,0.0002,99.8703
4403,嗵,28,0.0002,99.8705
4404,羲,28,0.0002,99.8707
4405,筵,28,0.0002,99.8709
4406,骈,28,0.0002,99.8717
4407,呸,28,0.0002,99.8711
4408,轱,28,0.0002,99.8693
4409,稞,27,0.0002,99.8771
4410,砝,27,0.0002,99.8799
4411,訇,27,0.0002,99.8777
4412,嶂,27,0.0002,99.8781
4413,痈,27,0.0002,99.8775
4414,埚,27,0.0002,99.8783
4415,蛆,27,0.0002,99.8785
4416,雯,27,0.0002,99.8787
4417,垭,27,0.0002,99.8789
4418,牍,27,0.0002,99.8791
4419,徭,27,0.0002,99.8793
4420,怵,27,0.0002,99.8795
4421,荞,27,0.0002,99.8797
4422,迤,27,0.0002,99.8779
4423,脍,27,0.0002,99.8769
4424,趔,27,0.0002,99.8751
4425,涪,27,0.0002,99.8753
4426,荼,27,0.0002,99.8755
4427,孛,27,0.0002,99.8757
4428,踹,27,0.0002,99.8759
4429,嵘,27,0.0002,99.8761
4430,俸,27,0.0002,99.8763
4431,赭,27,0.0002,99.8773
4432,滁,27,0.0002,99.8767
4433,潴,27,0.0002,99.8749
4434,徕,27,0.0002,99.8765
4435,泮,26,0.0002,99.8869
4436,剽,26,0.0002,99.8837
4437,殓,26,0.0002,99.8839
4438,钗,26,0.0002,99.8841
4439,霰,26,0.0002,99.8843
4440,阪,26,0.0002,99.8847
4441,杞,26,0.0002,99.8849
4442,枸,26,0.0002,99.8851
4443,牒,26,0.0002,99.8859
4444,懿,26,0.0002,99.8867
4445,镌,26,0.0002,99.8865
4446,铛,26,0.0002,99.8863
4447,绉,26,0.0002,99.8861
4448,芩,26,0.0002,99.8853
4449,疵,26,0.0002,99.8857
4450,孪,26,0.0002,99.8831
4451,鲑,26,0.0002,99.8855
4452,扪,26,0.0002,99.8835
4453,_,26,0.0002,99.8845
4454,埝,26,0.0002,99.8805
4455,飕,26,0.0002,99.8807
4456,瓠,26,0.0002,99.8809
4457,壬,26,0.0002,99.8811
4458,婊,26,0.0002,99.8813
4459,铡,26,0.0002,99.8815
4460,饯,26,0.0002,99.8803
4461,猬,26,0.0002,99.8817
4462,诂,26,0.0002,99.8819
4463,祗,26,0.0002,99.8821
4464,湄,26,0.0002,99.8823
4465,濂,26,0.0002,99.8825
4466,瀛,26,0.0002,99.8829
4467,茜,26,0.0002,99.8801
4468,睽,26,0.0002,99.8827
4469,锉,26,0.0002,99.8833
4470,娑,25,0.0002,99.8925
4471,撷,25,0.0002,99.8923
4472,髅,25,0.0002,99.8919
4473,旯,25,0.0002,99.8921
4474,锷,25,0.0002,99.8901
4475,椽,25,0.0002,99.8905
4476,斫,25,0.0002,99.8877
4477,琛,25,0.0002,99.8927
4478,卞,25,0.0002,99.8875
4479,蹉,25,0.0002,99.8879
4480,璀,25,0.0002,99.8881
4481,邝,25,0.0002,99.8883
4482,裟,25,0.0002,99.8885
4483,袈,25,0.0002,99.8887
4484,垓,25,0.0002,99.8889
4485,珧,25,0.0002,99.8873
4486,铠,25,0.0002,99.8891
4487,钎,25,0.0002,99.8893
4488,铯,25,0.0002,99.8895
4489,囡,25,0.0002,99.8897
4490,橹,25,0.0002,99.8899
4491,啻,25,0.0002,99.8917
4492,蓑,25,0.0002,99.8903
4493,恻,25,0.0002,99.8871
4494,芷,25,0.0002,99.8907
4495,剁,25,0.0002,99.8909
4496,旮,25,0.0002,99.8911
4497,霾,25,0.0002,99.8913
4498,阗,25,0.0002,99.8915
4499,悒,24,0.0002,99.8933
4500,媾,24,0.0002,99.8935
4501,桕,24,0.0002,99.8937
4502,蹶,24,0.0002,99.8939
4503,奘,24,0.0002,99.8959
4504,仃,24,0.0002,99.8929
4505,嗝,24,0.0002,99.8949
4506,_,24,0.0002,99.8953
4507,氅,24,0.0002,99.8955
4508,腴,24,0.0002,99.8957
4509,佝,24,0.0002,99.8951
4510,迳,24,0.0002,99.8963
4511,擀,24,0.0002,99.8993
4512,町,24,0.0002,99.8967
4513,莼,24,0.0002,99.8961
4514,磬,24,0.0002,99.8971
4515,绺,24,0.0002,99.8973
4516,哐,24,0.0002,99.8975
4517,宕,24,0.0002,99.8991
4518,孀,24,0.0002,99.8977
4519,柘,24,0.0002,99.8979
4520,咫,24,0.0002,99.8981
4521,鄱,24,0.0002,99.8983
4522,诿,24,0.0002,99.8985
4523,蜈,24,0.0002,99.8987
4524,弭,24,0.0002,99.8989
4525,垩,24,0.0002,99.8969
4526,恸,24,0.0002,99.8943
4527,筲,24,0.0002,99.8947
4528,姣,24,0.0002,99.8931
4529,踝,24,0.0002,99.8965
4530,蚣,24,0.0002,99.8941
4531,睨,24,0.0002,99.8945
4532,旌,23,0.0001,99.9007
4533,谲,23,0.0001,99.9003
4534,饬,23,0.0001,99.9001
4535,a,23,0.0001,99.9
4536,鸨,23,0.0001,99.8999
4537,陲,23,0.0001,99.8998
4538,洵,23,0.0001,99.8997
4539,璜,23,0.0001,99.8996
4540,氘,23,0.0001,99.8995
4541,杳,23,0.0001,99.8994
4542,浚,23,0.0001,99.9006
4543,锟,23,0.0001,99.9021
4544,牯,23,0.0001,99.902
4545,痂,23,0.0001,99.9014
4546,戾,23,0.0001,99.9019
4547,麒,23,0.0001,99.9018
4548,镉,23,0.0001,99.9017
4549,绀,23,0.0001,99.9016
4550,痣,23,0.0001,99.9015
4551,忪,23,0.0001,99.9022
4552,黏,23,0.0001,99.9013
4553,囵,23,0.0001,99.9012
4554,颦,23,0.0001,99.9011
4555,赊,23,0.0001,99.901
4556,蟠,23,0.0001,99.9005
4557,癸,23,0.0001,99.9009
4558,劾,23,0.0001,99.9002
4559,胯,23,0.0001,99.9008
4560,鲟,23,0.0001,99.9004
4561,赕,22,0.0001,99.904
4562,夥,22,0.0001,99.9041
4563,踅,22,0.0001,99.9042
4564,袤,22,0.0001,99.9043
4565,佚,22,0.0001,99.9044
4566,抻,22,0.0001,99.9056
4567,疥,22,0.0001,99.9046
4568,涔,22,0.0001,99.9039
4569,罹,22,0.0001,99.9048
4570,囫,22,0.0001,99.9049
4571,黜,22,0.0001,99.9037
4572,辊,22,0.0001,99.905
4573,碓,22,0.0001,99.9045
4574,龋,22,0.0001,99.9051
4575,虻,22,0.0001,99.9052
4576,璞,22,0.0001,99.9053
4577,谩,22,0.0001,99.9054
4578,_,22,0.0001,99.9055
4579,孬,22,0.0001,99.9047
4580,_,22,0.0001,99.9036
4581,愠,22,0.0001,99.9028
4582,馥,22,0.0001,99.9026
4583,膑,22,0.0001,99.9029
4584,砥,22,0.0001,99.9024
4585,洱,22,0.0001,99.9023
4586,菖,22,0.0001,99.9025
4587,咣,22,0.0001,99.903
4588,栎,22,0.0001,99.9031
4589,鲮,22,0.0001,99.9038
4590,绾,22,0.0001,99.9033
4591,嗟,22,0.0001,99.9027
4592,缈,22,0.0001,99.9034
4593,骷,22,0.0001,99.9035
4594,d,22,0.0001,99.9032
4595,崮,21,0.0001,99.9071
4596,稷,21,0.0001,99.9074
4597,邕,21,0.0001,99.907
4598,邛,21,0.0001,99.9058
4599,猷,21,0.0001,99.9069
4600,咩,21,0.0001,99.906
4601,莠,21,0.0001,99.9067
4602,秫,21,0.0001,99.9075
4603,揄,21,0.0001,99.9065
4604,纨,21,0.0001,99.9064
4605,砻,21,0.0001,99.9063
4606,帧,21,0.0001,99.9081
4607,鹄,21,0.0001,99.9062
4608,揶,21,0.0001,99.9068
4609,漕,21,0.0001,99.9061
4610,颉,21,0.0001,99.9066
4611,嬗,21,0.0001,99.9083
4612,酪,21,0.0001,99.9091
4613,镓,21,0.0001,99.909
4614,胄,21,0.0001,99.9089
4615,蝼,21,0.0001,99.9088
4616,顼,21,0.0001,99.9087
4617,蓓,21,0.0001,99.9086
4618,豺,21,0.0001,99.9072
4619,奁,21,0.0001,99.9057
4620,钋,21,0.0001,99.9059
4621,鏖,21,0.0001,99.9073
4622,徇,21,0.0001,99.9077
4623,窕,21,0.0001,99.9078
4624,噌,21,0.0001,99.9079
4625,钍,21,0.0001,99.908
4626,闩,21,0.0001,99.9092
4627,榭,21,0.0001,99.9082
4628,忒,21,0.0001,99.9076
4629,塍,21,0.0001,99.9084
4630,栾,21,0.0001,99.9085
4631,巯,20,0.0001,99.9101
4632,绌,20,0.0001,99.9102
4633,疖,20,0.0001,99.9103
4634,嘭,20,0.0001,99.9104
4635,洮,20,0.0001,99.9105
4636,甙,20,0.0001,99.9106
4637,瓤,20,0.0001,99.9107
4638,鸪,20,0.0001,99.9108
4639,鹧,20,0.0001,99.9109
4640,昶,20,0.0001,99.911
4641,飓,20,0.0001,99.9111
4642,锲,20,0.0001,99.9112
4643,盥,20,0.0001,99.9128
4644,窈,20,0.0001,99.9114
4645,靼,20,0.0001,99.91
4646,颛,20,0.0001,99.9116
4647,浔,20,0.0001,99.9117
4648,荥,20,0.0001,99.9118
4649,呤,20,0.0001,99.9119
4650,臾,20,0.0001,99.912
4651,颔,20,0.0001,99.9121
4652,煜,20,0.0001,99.9122
4653,鞣,20,0.0001,99.9123
4654,咤,20,0.0001,99.9124
4655,舨,20,0.0001,99.9094
4656,猥,20,0.0001,99.9125
4657,喁,20,0.0001,99.9113
4658,唑,20,0.0001,99.9126
4659,蠡,20,0.0001,99.9127
4660,搡,20,0.0001,99.9115
4661,煅,20,0.0001,99.9093
4662,淄,20,0.0001,99.9099
4663,摺,20,0.0001,99.9098
4664,兖,20,0.0001,99.9097
4665,峥,20,0.0001,99.9096
4666,呲,20,0.0001,99.9095
4667,啾,19,0.0001,99.9146
4668,掮,19,0.0001,99.915
4669,榛,19,0.0001,99.9151
4670,硷,19,0.0001,99.9157
4671,钼,19,0.0001,99.9154
4672,荸,19,0.0001,99.9155
4673,颀,19,0.0001,99.9167
4674,磐,19,0.0001,99.9156
4675,鹑,19,0.0001,99.9149
4676,诩,19,0.0001,99.9158
4677,柩,19,0.0001,99.9159
4678,黢,19,0.0001,99.9161
4679,俪,19,0.0001,99.9162
4680,饪,19,0.0001,99.9163
4681,姘,19,0.0001,99.9164
4682,艄,19,0.0001,99.9165
4683,苕,19,0.0001,99.916
4684,箸,19,0.0001,99.9168
4685,攸,19,0.0001,99.9166
4686,佘,19,0.0001,99.9153
4687,挲,19,0.0001,99.9138
4688,矽,19,0.0001,99.9147
4689,瓒,19,0.0001,99.9131
4690,孳,19,0.0001,99.9129
4691,，,19,0.0001,99.9132
4692,璐,19,0.0001,99.9133
4693,翦,19,0.0001,99.9134
4694,杵,19,0.0001,99.9135
4695,桀,19,0.0001,99.9136
4696,茏,19,0.0001,99.9137
4697,谵,19,0.0001,99.914
4698,妍,19,0.0001,99.9148
4699,檄,19,0.0001,99.9152
4700,暹,19,0.0001,99.9139
4701,_,19,0.0001,99.913
4702,纣,19,0.0001,99.9141
